,num_yelp_bus,med_hh_income,est_num_damaged_bus,zip_code,2010 Census Population,Date,RegionID,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
15,170.0,81565,2740,77018,25563,2019-03-31,91667.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3424.0,429500.0,-0.00185916802231002,0.0011655011655011698,0.0716067864271457,0.0764227616287818,0.0572252134839655,2019-01,2019-Q1,431000.0,-0.00348027842227378,2019-01
16,128.0,112243,3281,77019,18944,2019-03-31,91668.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3007.0,534800.0,-0.00112065745237206,0.00131061598951507,0.0380434782608696,0.0354544431201786,0.028089125385746,2019-02,2019-Q1,535400.0,-0.00112065745237206,2019-01
17,68.0,27587,1210,77020,25464,2019-03-31,91669.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,5181.0,112700.0,-0.00966608084358524,0.00625,0.0920542635658915,0.11738780461194999,0.0480294337279721,2019-01,2019-Q1,113900.0,-0.0105355575065847,2019-01
18,84.0,35126,1523,77021,26042,2019-03-31,91670.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3726.0,137900.0,0.00656934306569343,0.0329588014981273,0.111200644641418,0.139430825385495,0.0452328595710829,2019-03,2019-Q1,137900.0,0.0,2019-03
19,94.0,30164,1478,77022,29557,,,,,,,,,,,,,,,,,,
20,87.0,37462,1373,77023,28998,,,,,,,,,,,,,,,,,,
21,48.0,118561,7452,77024,34775,2019-03-31,91673.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,1282.0,880000.0,0.00319197446420429,0.018047200370199,0.0392064241851677,0.041384669292678,0.0321805937029209,2019-03,2019-Q1,880000.0,0.0,2019-03
22,163.0,71990,2227,77025,26137,2019-03-31,91674.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,2540.0,413900.0,0.00145172997822405,0.00926603267495733,-0.0256591337099812,0.031992720853784,0.0318169318857455,1996-12,1996-Q4,458800.0,-0.0978639930252833,
23,32.0,26644,879,77026,23940,,,,,,,,,,,,,,,,,,
24,271.0,91296,5118,77027,14331,2019-03-31,91676.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3391.0,590300.0,-0.00287162162162162,-0.0194352159468439,0.023937554206418,0.0493725079977059,0.0271680514802537,2018-10,2018-Q4,604500.0,-0.023490488006617,2018-05
25,28.0,30233,978,77028,16808,2019-03-31,91677.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,6867.0,90300.0,0.0191873589164786,0.0536756126021004,0.11070110701107001,0.0722835996454185,0.0269709659224306,2019-03,2019-Q1,90300.0,0.0,2019-03
26,39.0,32200,1473,77029,17814,2019-03-31,91678.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,7126.0,105800.0,0.0047483380816714105,0.0423645320197044,0.17817371937639198,0.10995457292058401,0.0423194674850023,2019-03,2019-Q1,105800.0,0.0,2019-03
27,403.0,75290,2160,77030,10258,2019-03-31,91679.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,6673.0,468500.0,-0.00446238844028899,-0.0153425809163514,0.0125351199481305,0.0352964453557243,0.0272940901147787,2018-12,2018-Q4,475800.0,-0.0153425809163514,2018-10
28,3.0,44459,913,77031,15762,2019-03-31,91680.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,6912.0,179800.0,0.00390843104410944,0.0186968838526912,0.0930091185410334,0.0759315601093282,0.0416117030458014,2019-03,2019-Q1,179800.0,0.0,2019-03
29,5.0,30451,1911,77032,12757,2019-03-31,91681.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,8439.0,127700.0,0.00551181102362205,0.0340080971659919,0.0785472972972973,0.09397313667687099,0.0435241028663251,2019-03,2019-Q1,127700.0,0.0,2019-03
30,21.0,33750,866,77033,27965,2019-03-31,91682.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,4795.0,101500.0,0.00495049504950495,0.015,0.14819004524886903,0.11123994415101401,0.0325232873456727,2019-03,2019-Q1,101500.0,0.0,2019-03
31,6.0,47252,1851,77034,33678,2019-03-31,91683.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,2739.0,155600.0,0.00451904454486766,0.0230111768573307,0.101203113941967,0.10071950186995698,0.0426260527775129,2019-03,2019-Q1,155600.0,0.0,2019-03
32,31.0,44546,1662,77035,35896,,,,,,,,,,,,,,,,,,
33,48.0,29744,6495,77036,71969,,,,,,,,,,,,,,,,,,
34,3.0,41491,1383,77037,19819,2019-03-31,91686.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,7632.0,136300.0,0.00664697193500739,0.0476556495003843,0.16,0.10008210113886601,0.0423782349243218,2019-03,2019-Q1,136300.0,0.0,2019-03
35,1.0,41347,906,77038,26713,2019-03-31,91687.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,5464.0,137200.0,0.0073421439060205596,0.03003003003003,0.0752351097178683,0.0941307193511678,0.0387597837627069,2019-03,2019-Q1,137200.0,0.0,2019-03
36,,34608,1215,77039,27562,2019-03-31,91688.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,6002.0,132200.0,0.00685453160700685,0.0417651694247439,0.105351170568562,0.11043703702558698,0.0389687659660876,2019-03,2019-Q1,132200.0,0.0,2019-03
37,2.0,55438,4098,77040,45081,2019-03-31,91689.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,1119.0,184400.0,0.00600109110747409,0.0170987313844457,0.0531125071387778,0.0782862773019568,0.0358946533594333,2019-03,2019-Q1,184400.0,0.0,2019-03
38,8.0,79503,4722,77041,37146,2019-03-31,91690.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3499.0,197000.0,0.00152516522623284,0.0186142709410548,0.0712343665035345,0.0777186196516386,0.0385930872305513,2019-03,2019-Q1,197000.0,0.0,2019-03
39,9.0,47297,4668,77042,36385,2019-03-31,91691.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,780.0,213900.0,-0.0018665422305179698,-0.012921089063221,0.00611476952022578,0.0640767285671577,0.0464804067653291,2018-12,2018-Q4,216700.0,-0.012921089063221,2018-11
40,5.0,60043,2643,77043,23358,2019-03-31,91692.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,4360.0,302400.0,0.0019880715705765397,0.0154466084620551,0.0617977528089888,0.11019763912328,0.0672040846199162,2019-03,2019-Q1,302400.0,0.0,2019-03
41,5.0,76387,1605,77044,30949,2019-03-31,91693.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,1550.0,202300.0,0.00347222222222222,0.0186304128902316,0.0471014492753623,0.0690191854365925,0.0330107737795773,2019-03,2019-Q1,202300.0,0.0,2019-03
42,2.0,51170,1377,77045,31255,2019-03-31,91694.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,4533.0,132800.0,0.0106544901065449,0.0423861852433281,0.125423728813559,0.102304507344032,0.0440438222296817,2019-03,2019-Q1,132800.0,0.0,2019-03
43,40.0,90036,1200,77046,1196,,,,,,,,,,,,,,,,,,
44,2.0,56706,1308,77047,21077,2019-03-31,91696.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,4102.0,169500.0,0.00653206650831354,0.0322777101096224,0.0830670926517572,0.0734889282873226,0.0323350256821786,2019-03,2019-Q1,169500.0,0.0,2019-03
45,,41220,624,77048,15294,2019-03-31,91697.0,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,6896.0,130100.0,0.00696594427244582,0.0172009382329945,0.113869863013699,0.120067476965022,0.0494365241484862,2019-03,2019-Q1,130100.0,0.0,2019-03
